the_geom,COLLECTOR,DATE_,SECTION_,PATROL,ROUTE,ROAD_TYPE,REF_PT,COMMENTS,DATAFILE
POINT (-102.58563464003628 38.811370244459034),"Henry, Mark",12/18/2000 12:00:00 AM,5,9,040H,Main_Hwy,457,,S5P0900-12-18.cor
POINT (-102.56764312887336 38.81411535587277),"Henry, Mark",12/18/2000 12:00:00 AM,5,9,040H,Main_Hwy,458,,S5P0900-12-18.cor
POINT (-102.54956387828032 38.815883598124834),"Henry, Mark",12/18/2000 12:00:00 AM,5,9,040H,Main_Hwy,459,,S5P0900-12-18.cor
POINT (-104.05548667641226 38.84004400241604),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,35,,s5p1101-01-26.cor
POINT (-104.03686165773115 38.83976222902154),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,36,,s5p1101-01-26.cor
POINT (-104.01844112615305 38.839755823497086),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,37,,s5p1101-01-26.cor
POINT (-104.00021030600773 38.839738764884814),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,38,,s5p1101-01-26.cor
POINT (-103.98160154462943 38.839697399905226),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,39,,s5p1101-01-26.cor
POINT (-103.96444986023214 38.83965105352498),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,40,,s5p1101-01-26.cor
POINT (-103.94473720362244 38.839779724800195),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,41,,s5p1101-01-26.cor
POINT (-103.92628701107054 38.83947594712316),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,42,,s5p1101-01-26.cor
POINT (-103.90781669538448 38.83926971645982),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,43,,s5p1101-01-26.cor
POINT (-103.88966104396215 38.838878480405455),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,44,,s5p1101-01-26.cor
POINT (-103.87094263311378 38.83840642619026),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,45,,s5p1101-01-26.cor
POINT (-103.85253954252646 38.83803788260857),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,46,,s5p1101-01-26.cor
POINT (-103.83409522434448 38.83764528588665),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,47,,s5p1101-01-26.cor
POINT (-103.81479021651461 38.83783216100487),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,48,,s5p1101-01-26.cor
POINT (-103.80067861728395 38.84644995096848),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,49,,s5p1101-01-26.cor
POINT (-103.78504478876168 38.8521321406344),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,50,,s5p1101-01-26.cor
POINT (-103.76657885533871 38.85208419544898),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,51,,s5p1101-01-26.cor
POINT (-103.74811733616104 38.852016707796516),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,52,,s5p1101-01-26.cor
POINT (-103.72964410905898 38.85208508561227),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,53,,s5p1101-01-26.cor
POINT (-103.71119798746825 38.85205466593481),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,54,,s5p1101-01-26.cor
POINT (-103.70516061147882 38.52224275433571),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,48.68000031,,s5p1101-01-26.cor
POINT (-103.7052252051242 38.52728827264703),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,49,,s5p1101-01-26.cor
POINT (-103.70522000915835 38.54124009634904),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,50,,s5p1101-01-26.cor
POINT (-103.7053675467034 38.55563734889169),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,51,,s5p1101-01-26.cor
POINT (-103.70536500525981 38.56970711653843),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,52,,s5p1101-01-26.cor
POINT (-103.70537073979857 38.583221323366544),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,53,,s5p1101-01-26.cor
POINT (-103.70545481327152 38.59769423075413),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,54,,s5p1101-01-26.cor
POINT (-103.70547434061447 38.613426370845396),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,55,,s5p1101-01-26.cor
POINT (-103.70548986738301 38.62875704834098),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,56,,s5p1101-01-26.cor
POINT (-103.70556215134492 38.6428964250901),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,57,,s5p1101-01-26.cor
POINT (-103.70558480303775 38.656840212034695),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,58,,s5p1101-01-26.cor
POINT (-103.7056643505669 38.671811098856786),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,59,,s5p1101-01-26.cor
POINT (-103.71122736002326 38.68455927605341),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,60,,s5p1101-01-26.cor
POINT (-103.71894423907067 38.696297849827594),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,61,,s5p1101-01-26.cor
POINT (-103.71898863260998 38.71065308925311),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,62,,s5p1101-01-26.cor
POINT (-103.71902192920457 38.72506111365102),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,63,,s5p1101-01-26.cor
POINT (-103.71900267538936 38.73816667191336),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,64,,s5p1101-01-26.cor
POINT (-103.70608503952614 38.745404840108456),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,65,,s5p1101-01-26.cor
POINT (-103.70016662434486 38.75484037406867),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,66,,s5p1101-01-26.cor
POINT (-103.70013482176275 38.77034227861909),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,67,,s5p1101-01-26.cor
POINT (-103.70015756643771 38.78469962119347),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,68,,s5p1101-01-26.cor
POINT (-103.70018998520653 38.79737897775859),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,69,,s5p1101-01-26.cor
POINT (-103.7002407856005 38.81313631317283),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,70,,s5p1101-01-26.cor
POINT (-103.70030526035904 38.82799869766738),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,71,,s5p1101-01-26.cor
POINT (-103.70038310331394 38.8422623425492),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,72,,s5p1101-01-26.cor
POINT (-103.70041458115834 38.85767765825711),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,73,,s5p1101-01-26.cor
POINT (-103.70054157028054 38.87168338992772),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,74,,s5p1101-01-26.cor
POINT (-103.70067129174508 38.88660279363536),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,75,,s5p1101-01-26.cor
POINT (-103.70085256509456 38.90088590888051),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,76,,s5p1101-01-26.cor
POINT (-103.70102587625267 38.91566365187016),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,77,,s5p1101-01-26.cor
POINT (-103.70121142888566 38.93029300117209),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,071C,Main_Hwy,78,,s5p1101-01-26.cor
POINT (-103.69196427881766 38.851846691187916),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,55,,s5p1101-01-26.cor
POINT (-103.67324635483232 38.8517326799086),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,56,,s5p1101-01-26.cor
POINT (-103.65506695018439 38.85158694375442),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,57,,s5p1101-01-26.cor
POINT (-103.63849034279386 38.851317161619654),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,58,,s5p1101-01-26.cor
POINT (-103.618148715765 38.85101983667564),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,59,,s5p1101-01-26.cor
POINT (-103.59971945268481 38.8508522818843),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,60,,s5p1101-01-26.cor
POINT (-103.58129752095526 38.8507797555366),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,61,,s5p1101-01-26.cor
POINT (-103.56280439720734 38.85068209155461),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,62,,s5p1101-01-26.cor
POINT (-103.54448911223199 38.850661532454545),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,63,,s5p1101-01-26.cor
POINT (-103.52590179927329 38.85051268183916),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,64,,s5p1101-01-26.cor
POINT (-103.50741940031777 38.8500233154931),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,65,,s5p1101-01-26.cor
POINT (-103.48918261285301 38.84911038150585),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,66,,s5p1101-01-26.cor
POINT (-103.47040703904581 38.85075969625261),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,67,,s5p1101-01-26.cor
POINT (-103.45195856599007 38.85024008423041),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,68,,s5p1101-01-26.cor
POINT (-103.43386961318664 38.8501115178576),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,69,,s5p1101-01-26.cor
POINT (-103.4151329212136 38.84993454828501),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,70,,s5p1101-01-26.cor
POINT (-103.39619771659282 38.8497734968287),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,71,,s5p1101-01-26.cor
POINT (-103.37810549612601 38.84970986975333),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,72,,s5p1101-01-26.cor
POINT (-103.35886634120337 38.84974267095565),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,73,,s5p1101-01-26.cor
POINT (-103.34120603758306 38.84975189987736),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,74,,s5p1101-01-26.cor
POINT (-103.32239909834283 38.849702046534105),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,75,,s5p1101-01-26.cor
POINT (-103.30424271813693 38.849609736229795),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,76,,s5p1101-01-26.cor
POINT (-103.28577858973489 38.84944939543768),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,77,,s5p1101-01-26.cor
POINT (-103.26772217228839 38.84931614260388),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,78,,s5p1101-01-26.cor
POINT (-103.24886496660586 38.84931246855817),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,79,,s5p1101-01-26.cor
POINT (-103.23140531003173 38.84936386634778),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,80,,s5p1101-01-26.cor
POINT (-103.2124802102928 38.84953782990928),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,81,,s5p1101-01-26.cor
POINT (-103.19346316330895 38.84964684792068),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,82,,s5p1101-01-26.cor
POINT (-103.17501127138507 38.849551986402346),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,83,,s5p1101-01-26.cor
POINT (-103.15723824185768 38.85254636018064),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,84,,s5p1101-01-26.cor
POINT (-103.14081005849731 38.86189889468605),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,85,,s5p1101-01-26.cor
POINT (-103.12297388796887 38.86773219925987),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,86,,s5p1101-01-26.cor
POINT (-103.12076978357369 38.869298525161255),"Henry, Mark",01/29/2001 12:00:00 AM,5,11,094A,Main_Hwy,86.23999786,,s5p1101-01-26.cor
POINT (-103.71548567895515 39.26427604031134),"Henry, Mark",04/04/2001 12:00:00 AM,5,14,024G,Main_Hwy,376.61999512,,s5p1401-04-04.cor
POINT (-103.7095503023279 39.268206580788565),"Henry, Mark",04/04/2001 12:00:00 AM,5,14,024G,Main_Hwy,377,,s5p1401-04-04.cor
POINT (-103.6907676485622 39.26285181598872),"Henry, Mark",04/04/2001 12:00:00 AM,5,14,024G,Main_Hwy,378,,s5p1401-04-04.cor
POINT (-103.67186487539252 39.263522103014594),"Henry, Mark",04/04/2001 12:00:00 AM,5,14,024G,Main_Hwy,379,,s5p1401-04-04.cor
POINT (-103.65432677731881 39.267473160988274),"Henry, Mark",04/04/2001 12:00:00 AM,5,14,024G,Main_Hwy,380,,s5p1401-04-04.cor
POINT (-103.67728928822021 39.26315204282712),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,101.97000122,,S5P1400-11-15A.cor
POINT (-103.67730030113697 39.26382844735403),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,102,,S5P1400-11-15A.cor
POINT (-103.67739993333821 39.2782341882112),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,103,,S5P1400-11-15A.cor
POINT (-103.67746283723793 39.29269293549777),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,104,,S5P1400-11-15A.cor
POINT (-103.67753601748754 39.30708798334757),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,105,,S5P1400-11-15A.cor
POINT (-103.67763481619744 39.32150274867843),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,106,,S5P1400-11-15A.cor
POINT (-103.67767939876059 39.33592500929867),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,107,,S5P1400-11-15A.cor
POINT (-103.6776557764447 39.35036325708053),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,108,,S5P1400-11-15A.cor
POINT (-103.6776431259708 39.36474983173112),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,109,,S5P1400-11-15A.cor
POINT (-103.67759570905413 39.379149258835156),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,110,,S5P1400-11-15A.cor
POINT (-103.6775203637357 39.3937312161591),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,111,,S5P1400-11-15A.cor
POINT (-103.67756808677136 39.40920977672911),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,112,,S5P1400-11-15A.cor
POINT (-103.6693372165544 39.41846621181204),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,113,,S5P1400-11-15A.cor
POINT (-103.65057590393148 39.41836066298082),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,114,,S5P1400-11-15A.cor
POINT (-103.63198779825929 39.418345755696905),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,115,,S5P1400-11-15A.cor
POINT (-103.6213938554641 39.42691870306788),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,116,,S5P1400-11-15A.cor
POINT (-103.62143606371902 39.44133822099513),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,117,,S5P1400-11-15A.cor
POINT (-103.62144767028356 39.45582174912352),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,118,,S5P1400-11-15A.cor
POINT (-103.62140961583303 39.47029462513389),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,119,,S5P1400-11-15A.cor
POINT (-103.621301651585 39.48477709659133),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,120,,S5P1400-11-15A.cor
POINT (-103.62144512548812 39.49914760236652),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,121,,S5P1400-11-15A.cor
POINT (-103.62158652240113 39.51550263182171),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,122,,S5P1400-11-15A.cor
POINT (-103.6204408936258 39.52982076768705),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,123,,S5P1400-11-15A.cor
POINT (-103.6176959510332 39.54380367370592),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,124,,S5P1400-11-15A.cor
POINT (-103.60703086929963 39.55612009460538),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,125,,S5P1400-11-15A.cor
POINT (-103.59789362953627 39.56667285638231),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,126,,S5P1400-11-15A.cor
POINT (-103.59401615705744 39.58046215868335),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,127,,S5P1400-11-15A.cor
POINT (-103.59388488080212 39.59479502523314),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,128,,S5P1400-11-15A.cor
POINT (-103.59374611125787 39.6092218954758),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,129,,S5P1400-11-15A.cor
POINT (-103.59366051741611 39.623925526312),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,130,,S5P1400-11-15A.cor
POINT (-103.59339753778866 39.6383374768222),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,131,,S5P1400-11-15A.cor
POINT (-103.59339573948975 39.65291331992662),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,132,,S5P1400-11-15A.cor
POINT (-103.5933869028804 39.66810401719781),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,133,,S5P1400-11-15A.cor
POINT (-103.5933934475638 39.68196336067665),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,134,,S5P1400-11-15A.cor
POINT (-103.59344559290386 39.69607447201258),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,135,,S5P1400-11-15A.cor
POINT (-103.5934766977134 39.71070664515758),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,136,,S5P1400-11-15A.cor
POINT (-103.59346113159576 39.725220667405196),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,137,,S5P1400-11-15A.cor
POINT (-103.59344980565233 39.73984316646549),"Henry, Mark",11/15/2000 12:00:00 AM,5,14,071D,Main_Hwy,138,,S5P1400-11-15A.cor
POINT (-105.24301409961413 40.03906013624517),"Daily, Curt",05/03/2001 12:00:00 AM,1,10,119B,Main_Hwy,45,,S1P1001-05-03.cor
POINT (-105.28085879702579 40.21088326517433),"Daily, Curt",05/03/2001 12:00:00 AM,1,8,007A,Main_Hwy,32,,S1P0801-05-03.cor
POINT (-105.21329640376717 40.014603588691706),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,007C,Main_Hwy,54.90000153,,s1p1301-05-02.cor
POINT (-105.2117415924549 40.01460345612925),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,007C,Main_Hwy,55,,s1p1301-05-02.cor
POINT (-105.19205978684234 40.01459546374213),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,007C,Main_Hwy,56,,s1p1301-05-02.cor
POINT (-105.17363149280558 40.01459484343866),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,007C,Main_Hwy,57,,s1p1301-05-02.cor
POINT (-105.15431209429829 40.01460088703496),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,007C,Main_Hwy,58,,s1p1301-05-02.cor
POINT (-105.13439327735054 40.014552591322655),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,007C,Main_Hwy,59,,s1p1301-05-02.cor
POINT (-105.11743274382962 40.01466620670101),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,007C,Main_Hwy,60,,s1p1301-05-02.cor
POINT (-105.10312227258859 40.01489505220666),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,007C,Main_Hwy,60.77999878,,s1p1301-05-02.cor
POINT (-105.13123426281763 40.014477115709866),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,042A,Main_Hwy,0,,s1p1301-05-02.cor
POINT (-105.13084112638988 39.99920245595078),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,042A,Main_Hwy,1,,s1p1301-05-02.cor
POINT (-105.1279953363151 39.986276664129164),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,042A,Main_Hwy,2,,s1p1301-05-02.cor
POINT (-105.12484240184997 39.97262159550069),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,042A,Main_Hwy,3,,s1p1301-05-02.cor
POINT (-105.10621183339917 39.972348467679694),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,042A,Main_Hwy,4,,s1p1301-05-02.cor
POINT (-105.09046582584126 39.97226919662471),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,042A,Main_Hwy,4.84000015,,s1p1301-05-02.cor
POINT (-105.27432860970443 39.932808792850786),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,170A,Main_Hwy,0,,s1p1301-05-02.cor
POINT (-105.25757206088036 39.938370765623546),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,170A,Main_Hwy,1,,s1p1301-05-02.cor
POINT (-105.24326477528741 39.94725248387506),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,170A,Main_Hwy,2,,s1p1301-05-02.cor
POINT (-105.22846237587096 39.95587660483485),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,170A,Main_Hwy,3,,s1p1301-05-02.cor
POINT (-105.21041425534597 39.95877602886952),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,170A,Main_Hwy,4,,s1p1301-05-02.cor
POINT (-105.19266331532855 39.962212181066654),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,170A,Main_Hwy,5,,s1p1301-05-02.cor
POINT (-105.1748824675854 39.96088606842545),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,170A,Main_Hwy,6,,s1p1301-05-02.cor
POINT (-105.16595574302254 39.95512331188717),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,170A,Main_Hwy,6.96999979,,s1p1301-05-02.cor
POINT (-105.23450991993512 39.92830408173051),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,093A,Main_Hwy,11.78999996,,s1p1301-05-02.cor
POINT (-105.23480857501153 39.929262501014136),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,093A,Main_Hwy,12,,s1p1301-05-02.cor
POINT (-105.2363882508644 39.94546171517572),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,093A,Main_Hwy,13,,s1p1301-05-02.cor
POINT (-105.23310548824765 39.958574364214506),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,093A,Main_Hwy,14,,s1p1301-05-02.cor
POINT (-105.23709055290556 39.97146871148101),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,093A,Main_Hwy,15,,s1p1301-05-02.cor
POINT (-105.2568763303847 40.00027317958104),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,036E,Main_Hwy,0,,s1p1301-05-02.cor
POINT (-105.26347247699128 40.00019289073885),"Daily, Curt",05/02/2001 12:00:00 AM,1,13,036E,Main_Hwy,0.28,,s1p1301-05-02.cor
POINT (-103.5933647736023 39.754199121539436),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,139,,s1p2701-06-04.cor
POINT (-103.59328146602022 39.76870626611425),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,140,,s1p2701-06-04.cor
POINT (-103.59319447540406 39.78441763884566),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,141,,s1p2701-06-04.cor
POINT (-103.59308606997025 39.79773123652843),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,142,,s1p2701-06-04.cor
POINT (-103.59297056110154 39.81223359620163),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,143,,s1p2701-06-04.cor
POINT (-103.59285690718652 39.8267658219149),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,144,,s1p2701-06-04.cor
POINT (-103.59272043751787 39.84127875914657),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,145,,s1p2701-06-04.cor
POINT (-103.59264150873244 39.85577979341479),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,146,,s1p2701-06-04.cor
POINT (-103.59256331655354 39.86849000834382),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,147,,s1p2701-06-04.cor
POINT (-103.59256594133713 39.883816327444144),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,148,,s1p2701-06-04.cor
POINT (-103.59239342042126 39.89847759308281),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,149,,s1p2701-06-04.cor
POINT (-103.59235343690017 39.91212042658497),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,150,,s1p2701-06-04.cor
POINT (-103.592222679225 39.92960517371335),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,151,,s1p2701-06-04.cor
POINT (-103.59208779424297 39.94122495613018),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,152,,s1p2701-06-04.cor
POINT (-103.591928591957 39.957668327415874),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,153,,s1p2701-06-04.cor
POINT (-103.59178486947394 39.970973872749894),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,154,,s1p2701-06-04.cor
POINT (-103.59159181556993 39.986851136961036),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,155,,s1p2701-06-04.cor
POINT (-103.59171427476521 40.00176738544731),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,156,,s1p2701-06-04.cor
POINT (-103.59439963808063 40.01648707129824),"Daily, Curt",06/04/2001 12:00:00 AM,1,27,071D,Main_Hwy,157,,s1p2701-06-04.cor
